Name,Sales,Date
Birdie Fleischman,1158486,4-10-2020
Delisa Gurganus,1436633,4-10-2020
Ginger Riordan,413823,4-10-2020
Rick Keffer,473692,4-10-2020
Erica Packett,1042643,5-10-2020
Dorla Greenburg,729911,5-10-2020
Ernesto Cullison,1480828,5-10-2020
Geri Guan,61378,5-10-2020
Luise Eccles,424620,5-10-2020
Stephani Eisenmann,161576,5-10-2020
Emerita Fralick,31566,5-10-2020
Jude Bourland,1133025,5-10-2020
Lulu Mannino,747150,5-10-2020
Aundrea Bakker,185919,5-10-2020
Bebe Gama,655577,5-10-2020
Layla Lando,593908,5-10-2020
Krystal Molinari,38209,5-10-2020
Octavia Gitlin,605831,5-10-2020
Ivana Murnane,364441,5-10-2020
Patti Boeke,1078764,5-10-2020
Ervin Scalia,1213576,5-10-2020
Eleanore Schley,147259,5-10-2020
Joel Faler,48486,5-10-2020
Collin Millsap,1487992,5-10-2020
Loan Puryear,1316429,5-10-2020
Paulina Kaufmann,482390,5-10-2020
Illa Jaffee,1285922,5-10-2020
Grace Febus,792913,5-10-2020
Birdie Fleischman,70100,5-10-2020
Lizzette Baumer,267393,5-10-2020
Lillian Mumford,602239,5-10-2020
Margene Walden,370003,5-10-2020
Roy Dejong,978227,5-10-2020
Michell Corrigan,293301,5-10-2020
Leila Jansky,243525,5-10-2020
Jane Carlton,1009088,5-10-2020
Lavern Malone,1266146,5-10-2020
Yukiko Post,1251687,5-10-2020
Ginger Riordan,568850,5-10-2020
Jalisa Ingalls,1411866,5-10-2020
Rodger Steere,710176,5-10-2020
Celia Banning,763097,5-10-2020
Jane Carlton,231214,5-10-2020
Denice Bustamante,1481032,5-10-2020
Lilia Despres,871968,5-10-2020
Julienne Riesgo,1392857,5-10-2020
Ayako Frick,18495,5-10-2020
Bennie Frei,612563,5-10-2020
Young Kensey,255535,5-10-2020
Myrtle Cossey,1041001,6-10-2020
Alvin Riggie,638908,6-10-2020
Samantha Atilano,1486116,6-10-2020
Julienne Riesgo,916035,6-10-2020
Ozie Simerly,145601,6-10-2020
Dorian Fenstermacher,1191393,6-10-2020
Elliot Mccaffery,874785,6-10-2020
Morgan Caylor,1313467,6-10-2020
Mariette Huson,400129,6-10-2020
Grace Febus,723710,6-10-2020
Betsy Meserve,1303098,6-10-2020
Lyman Ravenscroft,1321046,6-10-2020
Winnifred Strebel,783667,6-10-2020
Ashton Lacombe,250786,6-10-2020
Ardis Wille,1154550,6-10-2020
Kallie Penrod,449455,6-10-2020
Lorna Kliebert,1490463,6-10-2020
Louis Machnik,88835,6-10-2020
Naida Ostby,726671,6-10-2020
Valentine Switzer,511369,6-10-2020
Bettina Panetta,852273,6-10-2020
Ardis Wille,1244459,6-10-2020
Eugena Trojanowski,309140,6-10-2020
Sha Middlebrooks,129850,6-10-2020
Leonore Degreenia,1151999,6-10-2020
Julio Zemlicka,804990,6-10-2020
Lady Kron,218709,6-10-2020
Inga Bove,1324349,6-10-2020
Rodger Steere,1445324,6-10-2020
Layla Brothers,930793,6-10-2020
Flor Fairchild,509910,6-10-2020
Lulu Mannino,47137,6-10-2020
Lorilee Crosland,297865,7-10-2020
Clementina Olds,268278,7-10-2020
Celeste Pricer,602002,7-10-2020
Marianela Henline,556849,7-10-2020
Odessa Meaney,871156,7-10-2020
Alvin Riggie,892223,7-10-2020
Rick Keffer,1248992,7-10-2020
Lady Kron,661759,7-10-2020
Leila Jansky,1450140,7-10-2020
Alene Swiger,574969,7-10-2020
Dollie Seymour,434205,7-10-2020
Mee Riggleman,1493309,7-10-2020
Sue Raffa,227068,7-10-2020
Phyliss Foxwell,354917,7-10-2020
Carmine Hamburg,1201749,7-10-2020
Ervin Scalia,695483,7-10-2020
Wendell Ginsburg,117833,7-10-2020
Jane Carlton,765139,7-10-2020
Jacob Pitcock,1177805,7-10-2020
Naida Ostby,511850,7-10-2020
Stormy Edberg,1225265,7-10-2020
Tomeka Matsuda,1247080,7-10-2020
Vincenzo Cobos,1189539,7-10-2020
Wendolyn Fessenden,947429,7-10-2020
Christen Mcchesney,927987,7-10-2020
Rochelle Patnode,563901,7-10-2020
Angela Strawbridge,1246302,7-10-2020
Young Kensey,102350,7-10-2020
Roger Schisler,120223,7-10-2020
Delisa Gurganus,1201733,7-10-2020
Zola Gaus,212480,7-10-2020
Yuri Beltran,442321,7-10-2020
Stuart Gabor,1223274,7-10-2020
Elbert Setliff,900316,7-10-2020
Yoshie Kies,148612,8-10-2020
Shae Buggs,1364052,8-10-2020
Kit Nogle,678112,8-10-2020
Tam Pollman,576398,8-10-2020
Bebe Gama,82275,8-10-2020
Odessa Franz,72712,8-10-2020
Isiah Delaughter,799097,8-10-2020
Dortha Kuntz,417188,8-10-2020
Adriene Gauldin,748349,8-10-2020
Tressie Morphis,1000541,8-10-2020
Nanci Walburn,1404929,8-10-2020
Neal Oland,64428,8-10-2020
Lissette Heidelberg,310974,8-10-2020
Nestor Lundell,682237,8-10-2020
Lyman Mcgarry,1202518,8-10-2020
Kit Nogle,1066351,8-10-2020
Emerita Fralick,145195,8-10-2020
Adrianna Sweetland,1474363,8-10-2020
Donny Mailhot,1248577,8-10-2020
Roger Schisler,1425862,8-10-2020
Glynis Kunz,132943,8-10-2020
Judie Pocock,556660,8-10-2020
Sharell Hooten,1376615,8-10-2020
Lady Kron,1215149,8-10-2020
Enda Mascorro,425203,8-10-2020
Charmain Puthoff,875624,8-10-2020
Lela Anding,6700,8-10-2020
Victor Roselli,678548,8-10-2020
Joel Faler,653339,8-10-2020
Alejandrina Mandelbaum,206438,8-10-2020
Agripina Matteo,159766,8-10-2020
Georgine Aigner,1264492,8-10-2020
Monique Valtierra,619966,8-10-2020
Belva Antos,966412,8-10-2020
Leanne Rowles,613157,8-10-2020
Anderson Mcray,1032785,8-10-2020
Kacy Warren,1290151,8-10-2020
Tanja Inks,238845,8-10-2020
Dede Shiflett,288021,8-10-2020
Ivana Murnane,772202,9-10-2020
Vallie Bakke,1482803,9-10-2020
Nisha Bynoe,143982,9-10-2020
Cami Kosinski,1354729,9-10-2020
Layla Brothers,195824,9-10-2020
Leticia Michelsen,1039384,9-10-2020
Rima Glaspie,652806,9-10-2020
Alvin Riggie,68630,9-10-2020
Emory Nishimoto,693851,9-10-2020
Antony Fett,936324,9-10-2020
Ivana Murnane,969635,9-10-2020
Serina Ballantyne,1366696,9-10-2020
Naida Ostby,1479535,9-10-2020
Rossana Hellums,920822,9-10-2020
Glayds Brunt,401341,9-10-2020
Alayna Eisenbarth,836428,9-10-2020
Yoshie Kies,148196,9-10-2020
Danyel Ervin,730981,9-10-2020
Danyel Ervin,1406148,9-10-2020
Kathrin Fuller,228890,9-10-2020
Tonya Gordan,1477597,9-10-2020
Keesha Salamone,675224,9-10-2020
Jalisa Ingalls,55899,9-10-2020
Nickole Vieira,258823,9-10-2020
Lyndsey Hartin,1246466,10-10-2020
Janise Tercero,198482,10-10-2020
Donnie Mccrystal,891790,10-10-2020
Divina Nix,1472401,10-10-2020
Adrianna Sweetland,1174013,10-10-2020
Tyron Brackett,611583,10-10-2020
Thaddeus Kroeger,73349,10-10-2020
Sun Kaplan,1174663,10-10-2020
Janise Tercero,457944,10-10-2020
Tyron Brackett,41552,10-10-2020
Marita Hintz,854291,10-10-2020
Yuonne Espada,1315389,10-10-2020
Alexa Seitz,1173675,10-10-2020
Cyrstal Dempsey,524041,10-10-2020
Emelia Anders,315783,10-10-2020
Madalyn Unsworth,1104351,10-10-2020
Hilaria Ashmore,706288,10-10-2020
Paulina Kaufmann,1450417,10-10-2020
Anamaria Loos,777827,10-10-2020
Treena Barna,334794,10-10-2020
Shae Buggs,671922,10-10-2020
Tonya Gordan,461308,10-10-2020
Leeanna Link,897618,10-10-2020
Mica Coburn,654586,10-10-2020
Renate Ruddick,1090818,10-10-2020
Patty Minardi,621532,10-10-2020
Flor Fairchild,639118,10-10-2020
Jere Rascoe,798833,10-10-2020
Ileen Rezentes,538313,10-10-2020
Tayna Kallas,1318356,10-10-2020
Jaqueline Almquist,563272,10-10-2020
Sherrell Blann,1214623,11-10-2020
Mirtha Shrout,1050464,11-10-2020
Eugena Trojanowski,1368478,11-10-2020
Paige Bain,396531,11-10-2020
Samantha Atilano,192276,11-10-2020
Kiley Stancill,1418276,11-10-2020
Jude Bourland,367632,11-10-2020
Calandra Brickner,1172214,11-10-2020
Pearly Arreguin,192197,11-10-2020
Alfonso Bedford,365470,11-10-2020
Enrique Whitmer,200630,11-10-2020
Paulette Yerby,459120,11-10-2020
Luvenia Alday,1031103,11-10-2020
Tilda Alarcon,1250751,11-10-2020
Leanne Rowles,73131,11-10-2020
Luise Eccles,1389438,11-10-2020
Enrique Whitmer,1065722,11-10-2020
Felicitas Pine,1233606,11-10-2020
Brianna Navas,342347,11-10-2020
Dortha Kuntz,230678,11-10-2020
Leanne Rowles,575199,11-10-2020
Ariel Maley,1082764,11-10-2020
Harriett Dauenhauer,410910,11-10-2020
Lisa Klingbeil,551915,11-10-2020
Sarai Yoo,192265,11-10-2020
Chastity Immel,514885,11-10-2020
Calandra Brickner,242290,11-10-2020
Adrianna Sweetland,925007,11-10-2020
Ayako Frick,219468,11-10-2020
Meg Isabell,488677,11-10-2020
Mariette Huson,1080171,11-10-2020
Charmain Puthoff,1405951,11-10-2020
Izola Adams,1447618,11-10-2020
Giuseppe Deville,711856,11-10-2020
Joey Doris,42211,11-10-2020
Ginger Riordan,237735,11-10-2020
Kallie Penrod,306624,12-10-2020
Paige Bain,726327,12-10-2020
Jerome Leeman,432613,12-10-2020
Nannie Dyment,275661,12-10-2020
Leandra Tank,879870,12-10-2020
Christen Mcchesney,657299,12-10-2020
Dudley Naab,16334,12-10-2020
Lela Anding,585039,12-10-2020
Dorla Harbert,1170171,12-10-2020
Octavia Gitlin,906029,12-10-2020
Chastity Brugger,844710,12-10-2020
Corinne Wingerter,415509,12-10-2020
Danette Dolce,1418214,12-10-2020
Gregorio Carwile,794865,12-10-2020
Belen Ruggiero,493183,12-10-2020
Mariette Huson,845231,12-10-2020
Lanelle Haygood,149362,12-10-2020
Hyacinth Guiney,288006,12-10-2020
Emerita Fralick,961300,12-10-2020
Roxanne Linzey,564092,12-10-2020
Marisela Illingworth,296693,12-10-2020
Collin Millsap,560273,12-10-2020
Yukiko Post,1049575,12-10-2020
Lakeesha Ruis,2572,12-10-2020
Vincenzo Cobos,628381,12-10-2020
Kit Nogle,1491173,12-10-2020
Glady Sugarman,157598,12-10-2020
Christen Mcchesney,513721,12-10-2020
Oren Blye,646765,12-10-2020
Dortha Kuntz,1286136,12-10-2020
Angela Strawbridge,1054000,12-10-2020
Pinkie Bufford,831064,12-10-2020
Pok Hesson,252999,12-10-2020
Johanna Hilbert,147904,12-10-2020
Buster Keppler,1466886,12-10-2020
Clorinda Cayetano,1296885,12-10-2020
Yukiko Post,515495,12-10-2020
Juliann Levi,489274,12-10-2020
Charlesetta Fall,249837,12-10-2020
Chastity Immel,720440,12-10-2020
Eunice Barriere,1453276,12-10-2020
Anastacia Groseclose,1210380,13-10-2020
Layla Brothers,1137801,13-10-2020
Tory Martin,1326551,13-10-2020
Madie Nevels,940438,13-10-2020
Neal Oland,126255,13-10-2020
Paulene Wunderlich,1106462,13-10-2020
Kami Storms,409620,13-10-2020
Bennie Krom,238710,13-10-2020
Bryon Smail,1309019,13-10-2020
Joey Doris,1190310,13-10-2020
Dorla Harbert,301977,13-10-2020
Benedict Blumberg,742005,13-10-2020
Nickie Shott,132340,13-10-2020
Titus Burling,1141864,13-10-2020
Anderson Mcray,1245407,13-10-2020
Rodger Steere,1356235,13-10-2020
Ayako Frick,685884,13-10-2020
Bonita Gunnerson,783521,13-10-2020
Tonya Gordan,62647,13-10-2020
Lawana Styers,1275849,13-10-2020
Wynona Palmieri,489794,13-10-2020
Leeanna Link,462463,13-10-2020
Eladia Board,867090,13-10-2020
Kiley Stancill,209257,13-10-2020
Grover Ritchey,170571,13-10-2020
Ahmad Karlin,312099,13-10-2020
Lyman Mcgarry,1298469,13-10-2020
Stuart Gabor,668005,13-10-2020
Mindy Hehn,384288,13-10-2020
Collin Millsap,681565,13-10-2020
Divina Nix,1416090,13-10-2020
Tamara Marcinek,1343618,13-10-2020
Patti Boeke,1110223,13-10-2020
Nisha Bynoe,279997,13-10-2020
Dollie Seymour,188566,13-10-2020
Giuseppe Deville,1144329,13-10-2020
Rubi Perro,1227844,13-10-2020
Emiko Fredricks,94342,14-10-2020
Wynona Palmieri,1289278,14-10-2020
Charmain Puthoff,891899,14-10-2020
Shanice Carrera,261042,14-10-2020
Harriett Dauenhauer,1049669,14-10-2020
Janise Tercero,799006,14-10-2020
Harold Oja,578298,14-10-2020
Cori Raub,279513,14-10-2020
Geoffrey Jorstad,250635,14-10-2020
Colby Vereen,1141555,14-10-2020
Palma Strasser,226405,14-10-2020
Esmeralda Freeborn,926558,14-10-2020
Tam Pollman,555703,14-10-2020
Tilda Alarcon,201478,14-10-2020
Crista Gump,1041114,14-10-2020
Lela Anding,238704,14-10-2020
Zola Gaus,985568,14-10-2020
Georgine Aigner,722028,14-10-2020
Yuri Beltran,422382,14-10-2020
Latisha Swink,881759,14-10-2020
Neda Parise,132746,14-10-2020
Ronni Alberson,750312,14-10-2020
Clorinda Cayetano,415664,14-10-2020
Joel Faler,974854,14-10-2020
Betsy Meserve,998999,14-10-2020
Dede Shiflett,1014377,14-10-2020
Lorna Kliebert,922711,14-10-2020
Nelly Mclain,808028,14-10-2020
Ana Ericson,661709,14-10-2020
Crista Gump,892640,15-10-2020
Jerome Leeman,589190,15-10-2020
Lisa Klingbeil,946926,15-10-2020
Aundrea Bakker,940780,15-10-2020
Jude Bourland,257752,15-10-2020
Dustin Coyne,595406,15-10-2020
Enrique Whitmer,1123037,15-10-2020
Hugo Nardone,599958,15-10-2020
Stephani Eisenmann,1322056,15-10-2020
Taina Keifer,1305337,15-10-2020
Meg Isabell,1061653,15-10-2020
Ranee Gulino,1385705,15-10-2020
Harold Oja,1211069,15-10-2020
Titus Burling,346781,15-10-2020
Rick Keffer,357288,15-10-2020
Flor Fairchild,993833,15-10-2020
Chrystal Cephas,43627,15-10-2020
Jane Carlton,18683,15-10-2020
Serita Pederson,256740,15-10-2020
Lorie Blount,17590,15-10-2020
Mee Riggleman,1490074,15-10-2020
Wilber Simmer,1116243,15-10-2020
Eunice Barriere,939112,15-10-2020
Taina Keifer,1011865,15-10-2020
Donny Mailhot,392353,15-10-2020
Dorene Tarry,1288834,15-10-2020
Denisha Ogden,1430190,15-10-2020
Ivana Murnane,1199303,15-10-2020
Dorcas Oakley,85390,15-10-2020
Amy Shockley,1476109,15-10-2020
Ana Ericson,782084,15-10-2020
Mindy Hehn,59873,16-10-2020
Lyman Ravenscroft,722037,16-10-2020
Breanne Prentiss,222236,16-10-2020
Ilona Langlois,1207622,16-10-2020
Nelly Mclain,1357221,16-10-2020
Hildegarde Rench,336228,16-10-2020
Vincenzo Cobos,28877,16-10-2020
Ashton Lacombe,535604,16-10-2020
Noemi Mcabee,623392,16-10-2020
Kenia Lozoya,37074,16-10-2020
Alene Swiger,1402861,16-10-2020
Grover Ritchey,117750,16-10-2020
Woodrow Colin,1284332,16-10-2020
Lilia Despres,784852,16-10-2020
Curt Lant,193724,16-10-2020
Ruthe Cockrum,1273556,16-10-2020
Divina Nix,723879,16-10-2020
Nguyet Vaz,1036125,16-10-2020
Eugena Trojanowski,1115659,16-10-2020
Veronica Hertzler,472529,16-10-2020
Luvenia Alday,1421327,16-10-2020
Ashton Lacombe,1213877,16-10-2020
Miles Rogowski,319192,16-10-2020
Alene Swiger,322022,16-10-2020
Sherrell Blann,787879,16-10-2020
Erma Gerken,1057650,16-10-2020
Lucrecia Sutera,422020,16-10-2020
Glayds Brunt,500621,16-10-2020
Elvie Plumber,448574,16-10-2020
Ardath Albro,1121377,16-10-2020
Margarita Corcoran,197141,16-10-2020
Rodger Steere,9756,16-10-2020
Elissa Sitsler,287291,16-10-2020
Clayton Tancredi,1093550,17-10-2020
Sha Middlebrooks,506770,17-10-2020
Earnest Carson,531249,17-10-2020
Wendolyn Fessenden,1142898,17-10-2020
Susanna Brandes,1348967,17-10-2020
Faustina Quesenberry,930148,17-10-2020
Woodrow Colin,1103408,17-10-2020
Marisela Illingworth,480236,17-10-2020
Farah Munsterman,900716,17-10-2020
Nannie Dyment,223655,17-10-2020
Brianna Navas,1451893,17-10-2020
Zenaida Israel,816382,17-10-2020
Jacob Pitcock,443894,17-10-2020
Miyoko Pilot,1162781,17-10-2020
Dorian Fenstermacher,665363,17-10-2020
Yasmine Costello,553948,17-10-2020
Parker Gebhart,944278,17-10-2020
Wynona Palmieri,1298964,17-10-2020
Lanelle Haygood,657837,17-10-2020
Shanta Ramerez,178684,17-10-2020
Clayton Chapel,1275738,17-10-2020
Samella Dively,385120,17-10-2020
Elvie Plumber,1304122,17-10-2020
Ivana Murnane,719442,17-10-2020
Teresita Prouty,423648,17-10-2020
Virgie Gibb,314995,17-10-2020
Joel Faler,1313030,17-10-2020
Agripina Matteo,1490883,17-10-2020
Hosea Cybart,579675,17-10-2020
Wynona Palmieri,75963,17-10-2020
Roger Schisler,910900,17-10-2020
Marilyn Storrs,261922,18-10-2020
Alejandrina Mandelbaum,1156806,18-10-2020
Clarice Barrentine,753881,18-10-2020
Parker Gebhart,340408,18-10-2020
Roger Schisler,512039,18-10-2020
Bethann Coonrod,240822,18-10-2020
Delphine Teague,387306,18-10-2020
Ernesto Cullison,1284678,18-10-2020
Rosetta Lorenzen,465082,18-10-2020
Gregorio Carwile,167835,18-10-2020
Karena Paiva,146608,18-10-2020
Lakeesha Ruis,1456141,18-10-2020
Shawnna Whitley,219436,18-10-2020
Denisha Ogden,529441,18-10-2020
Katherine Lafontant,552892,18-10-2020
Jung Irion,700545,18-10-2020
Del Najar,233447,18-10-2020
Vallie Bakke,974097,18-10-2020
Roxie Broady,630481,18-10-2020
Lupita Brittan,7422,18-10-2020
Ginger Riordan,1390480,18-10-2020
Josefina Schranz,768351,18-10-2020
Belva Antos,625430,18-10-2020
Alison Cordell,1332208,18-10-2020
Emerita Fralick,8606,18-10-2020
Kami Storms,791425,18-10-2020
Josefina Schranz,208153,18-10-2020
Lanelle Haygood,1152734,18-10-2020
Clayton Chapel,10097,19-10-2020
Sha Middlebrooks,1050747,19-10-2020
Patti Boeke,427090,19-10-2020
Ilona Langlois,822418,19-10-2020
Paulette Yerby,1229846,19-10-2020
Geoffrey Jorstad,323825,19-10-2020
Tamara Marcinek,914212,19-10-2020
Gita Westberg,690707,19-10-2020
Golden Wallen,345641,19-10-2020
Faustina Quesenberry,518928,19-10-2020
Flor Fairchild,1277509,19-10-2020
Cyrstal Dempsey,407175,19-10-2020
Shanice Carrera,159649,19-10-2020
Ariel Maley,277260,19-10-2020
Monique Valtierra,1055705,19-10-2020
Dortha Kearns,439967,19-10-2020
Darnell Rich,66062,19-10-2020
Ruthe Cockrum,939872,19-10-2020
Calandra Brickner,1060717,19-10-2020
Roxanne Linzey,1433490,19-10-2020
Joanie Huckins,1091194,19-10-2020
Cherri Hayden,1385388,19-10-2020
Stephani Eisenmann,1284380,19-10-2020
Ruthie Poe,1320278,19-10-2020
Vincenzo Cobos,95097,19-10-2020
Celeste Pricer,165575,19-10-2020
Palma Strasser,1255152,19-10-2020
Ariel Maley,806765,19-10-2020
Vincenzo Cobos,1349436,19-10-2020
Virgie Gibb,643919,19-10-2020
Ria Lightbody,602118,19-10-2020
Lakeesha Ruis,886239,19-10-2020
Valentine Switzer,854754,19-10-2020
Millicent Beamon,681812,19-10-2020
Frankie Argento,1445365,19-10-2020
Adeline Mey,120869,20-10-2020
Roy Dejong,429353,20-10-2020
Denisha Ogden,1159354,20-10-2020
Zoraida Gertner,1371854,20-10-2020
Luise Eccles,921042,20-10-2020
Clayton Chapel,586833,20-10-2020
Oren Blye,1015645,20-10-2020
Paige Bain,1140061,20-10-2020
Wendolyn Fessenden,723117,20-10-2020
Lela Anding,42851,20-10-2020
Lela Anding,1264512,20-10-2020
Ervin Scalia,56670,20-10-2020
Yuonne Espada,234390,20-10-2020
Leann Bowen,929619,20-10-2020
Rosette Hackler,1075958,20-10-2020
Rima Glaspie,374585,20-10-2020
Erma Gerken,1348427,20-10-2020
Calandra Brickner,421804,20-10-2020
Dede Shiflett,1403571,20-10-2020
Chase Coolidge,854329,20-10-2020
Roxanne Linzey,972817,20-10-2020
Clayton Chapel,51350,20-10-2020
Taina Keifer,1271616,20-10-2020
Suzi Gao,466439,20-10-2020
Marisela Illingworth,815071,20-10-2020
Benedict Blumberg,812162,20-10-2020
Julio Zemlicka,194932,20-10-2020
Lavette Duggan,949905,20-10-2020
Julienne Riesgo,884709,20-10-2020
Emerita Fralick,573835,20-10-2020
Margarita Corcoran,1051810,20-10-2020
Izola Adams,885724,20-10-2020
Suzi Gao,1282779,20-10-2020
Marica Chavous,379259,21-10-2020
Susannah Watkin,513014,21-10-2020
Joelle Feldman,571381,21-10-2020
Geri Guan,292969,21-10-2020
Giuseppe Deville,151203,21-10-2020
Clarice Barrentine,939692,21-10-2020
Joel Faler,1187832,21-10-2020
Rosette Hackler,191050,21-10-2020
Herta Weidner,1090635,21-10-2020
Dudley Naab,1253751,21-10-2020
Rosette Hackler,721681,21-10-2020
Enda Mascorro,1047282,21-10-2020
Mariette Huson,1265345,21-10-2020
Mabelle Lafleur,219002,21-10-2020
Benedict Blumberg,22965,21-10-2020
Louis Machnik,379499,21-10-2020
Keitha Singleterry,148548,21-10-2020
Danette Dolce,1187585,21-10-2020
Venetta Schurman,1103004,21-10-2020
Natalie Karlin,878380,21-10-2020
Ervin Scalia,1166055,21-10-2020
Tanja Inks,1007105,21-10-2020
Sherrell Blann,1003811,21-10-2020
Joelle Feldman,212969,21-10-2020
Enrique Whitmer,1172362,21-10-2020
Les Mcclellan,161350,21-10-2020
Lanette Buckingham,388123,22-10-2020
Giuseppe Deville,227211,22-10-2020
Les Mcclellan,1160818,22-10-2020
Corinne Wingerter,715999,22-10-2020
Leanne Rowles,351449,22-10-2020
Leandra Tank,1263429,22-10-2020
Denisha Ogden,472553,22-10-2020
Keesha Salamone,819207,22-10-2020
Stanley Margolin,151579,22-10-2020
Tressie Morphis,195593,22-10-2020
Martha Stiverson,1410619,22-10-2020
Latisha Swink,857217,22-10-2020
Elissa Sitsler,812755,22-10-2020
Vincenzo Cobos,558967,22-10-2020
Grace Febus,598403,22-10-2020
Louis Machnik,918735,22-10-2020
Earnest Carson,988817,22-10-2020
Bryon Smail,22405,22-10-2020
Eunice Barriere,712053,22-10-2020
Melaine Steverson,1422670,22-10-2020
Yuonne Espada,1034686,22-10-2020
Marhta Wynne,1056627,22-10-2020
Zachary Novello,577695,22-10-2020
Evelyn Bonneau,95573,22-10-2020
Audria Irizarry,185451,22-10-2020
Dewey Zalewski,378720,22-10-2020
Hugo Nardone,692547,22-10-2020
Serita Pederson,918071,22-10-2020
Farah Munsterman,367045,22-10-2020
Shanice Carrera,615137,22-10-2020
Enrique Whitmer,630835,22-10-2020
Inga Bove,422914,22-10-2020
Amy Shockley,1246113,22-10-2020
Shaunta Mynatt,770396,23-10-2020
Kit Nogle,869374,23-10-2020
Meg Isabell,57271,23-10-2020
Ima Gaudreau,1345967,23-10-2020
Esmeralda Freeborn,792228,23-10-2020
Linnea Molton,1214834,23-10-2020
Illa Jaffee,689040,23-10-2020
Thomasina Betances,276080,23-10-2020
Crista Gump,195056,23-10-2020
Dorla Greenburg,849325,23-10-2020
Ria Lightbody,1109698,23-10-2020
Brandi Organ,1086805,23-10-2020
Rufina Fawcett,772746,23-10-2020
Lashawna Granata,1059060,23-10-2020
Leann Bowen,77028,23-10-2020
Alisia Hogue,264646,23-10-2020
Margarita Corcoran,1225965,23-10-2020
Tabetha Cressey,840114,23-10-2020
Sean Heckman,1040316,23-10-2020
Miles Rogowski,1304492,23-10-2020
Lela Anding,246227,23-10-2020
Tory Martin,423070,23-10-2020
Charlesetta Fall,281112,23-10-2020
Lulu Mannino,36132,23-10-2020
Celestina Dartez,25095,23-10-2020
Chastity Immel,744157,23-10-2020
Gilberto Spicer,357121,23-10-2020
Veronica Hertzler,712183,23-10-2020
Julienne Riesgo,808227,23-10-2020
Kiley Stancill,821516,23-10-2020
Yoshie Kies,1072898,23-10-2020
Tonya Gordan,454430,23-10-2020
Tonya Gordan,620053,23-10-2020
Chrystal Cephas,1321249,23-10-2020
Rochelle Patnode,1174807,23-10-2020
Hugo Nardone,750137,23-10-2020
Naida Ostby,728189,23-10-2020
Stanley Margolin,1246359,23-10-2020
Emelia Anders,978577,23-10-2020
Ervin Scalia,91091,23-10-2020
Taina Keifer,422054,23-10-2020
Lorie Blount,240623,23-10-2020
Titus Burling,874950,24-10-2020
Brandi Organ,1393404,24-10-2020
Angela Strawbridge,1133684,24-10-2020
Belva Antos,1239720,24-10-2020
Larraine Gobeil,1245175,24-10-2020
Samella Dively,1463987,24-10-2020
Dale Dysart,708206,24-10-2020
Kendal Westerfield,822617,24-10-2020
Keesha Salamone,1469855,24-10-2020
Rubi Perro,755659,24-10-2020
Lilia Despres,1298785,24-10-2020
Dewey Zalewski,142813,24-10-2020
Katherine Lafontant,577859,24-10-2020
Bebe Gama,907163,24-10-2020
Georgianna Calloway,101532,24-10-2020
Latina Terry,500790,24-10-2020
Cori Raub,1466108,24-10-2020
Zoraida Gertner,94984,24-10-2020
Melody Bouffard,305447,24-10-2020
Zandra Feather,1421685,24-10-2020
Chet Pitts,366450,24-10-2020
Morgan Caylor,993015,24-10-2020
Joey Doris,763411,24-10-2020
Sharika Schuler,1056017,24-10-2020
Carmine Hamburg,508981,24-10-2020
Rick Keffer,1237118,24-10-2020
Lakita Hakes,1308813,24-10-2020
Rochelle Patnode,938337,24-10-2020
Kami Storms,563458,25-10-2020
Frankie Argento,884737,25-10-2020
Mindy Hehn,1151482,25-10-2020
Marisela Illingworth,1280049,25-10-2020
Lelia Secord,1298123,25-10-2020
Lucrecia Sutera,931528,25-10-2020
